/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10500	Jade Cerisa Lorraine Goody	was	an English celebrity	0	4	4	5	5	8	0.9999999999144422	Jade Cerisa Lorraine Goody was an English celebrity .	NNP NNP NNP NNP VBD DT JJ NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O	jade cerisa lorraine goody	be	an english celebrity
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10583	his lover...I’ll	never date	a toy boy	23	25	25	27	27	30	0.32877075085368745	Goody confirmed she was dating again , and said of Tweed : " Some days , I felt more like his mum than his lover...I’ll never date a toy boy again . "	NNP VBD PRP VBD VBG RB , CC VBD IN NNP : `` DT NNS , PRP VBD RBR IN PRP$ NN IN PRP$ NN RB VBP DT NN NN RB . ''	B-NP B-VP B-NP B-VP I-VP B-ADVP O O B-VP B-PP B-NP O O B-NP I-NP O B-NP B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-VP B-NP I-NP I-NP B-ADVP O O	his lover...i⊙ll	date	a toy boy
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10584	they	resumed	their relationship	2	3	3	4	4	6	0.3394090243285161	However , they resumed their relationship .	RB , PRP VBD PRP$ NN .	B-ADVP O B-NP B-VP B-NP I-NP O	they	resume	their relationship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10585	Tweed	lived with	Goody	0	1	1	3	3	4	0.9615754999509468	Tweed lived with Goody and her children in Buckhurst Hill , Essex , until he was imprisoned .	NNP VBD IN NNP CC PRP$ NNS IN NNP NNP , NNP , IN PRP VBD VBN .	B-NP B-VP B-PP B-NP O B-NP I-NP B-PP B-NP I-NP O B-NP O B-SBAR B-NP B-VP I-VP O	tweed	live with	goody
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10586	another man	were convicted of	assault occasioning actual bodily harm	2	4	4	7	7	12	0.6416896075544426	He and another man were convicted of assault occasioning actual bodily harm for attacking a 16-year-old boy in December 2006 .	PRP CC DT NN VBD VBN IN NN NN JJ JJ NN IN VBG DT JJ NN IN NNP CD .	B-NP O B-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-VP B-NP I-NP I-NP B-PP B-NP I-NP O	another man	convict of	assault occasioning actual bodily harm
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10587	He	served	four months of an eighteen-month sentence	0	1	1	2	2	8	0.3154313966713446	He served four months of an eighteen-month sentence before being released , on 27 January 2009 , on electronic monitoring and subject to a strict curfew .	PRP VBD CD NNS IN DT JJ NN IN VBG VBN , IN CD NNP CD , IN JJ NN CC NN TO DT JJ NN .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-VP I-VP O B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	he	serve	# months of an eighteen-month sentence
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10588	Goody	exchanged	rings	5	6	6	7	7	8	0.7458239936821157	On 15 February 2009 , Goody exchanged rings with Tweed in a private informal ceremony on the banks of the River Thames .	IN CD NNP CD , NNP VBD NNS IN NNP IN DT JJ JJ NN IN DT NNS IN DT NNP NNP .	B-PP B-NP I-NP I-NP O B-NP B-VP B-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	goody	exchange	rings
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10590	Goody	wore	a £3,500 Manuel Mota dress	0	1	1	2	2	7	0.9737930701543489	Goody wore a £3,500 Manuel Mota dress , given to her by Harrods owner Mohamed Al Fayed .	NNP VBD DT CD NNP NNP NN , VBN TO PRP$ IN NNP NN NNP NNP NNP .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	goody	wear	a # manuel mota dress
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10591	The couple	signed	an exclusive £700,000 deal	0	2	2	3	3	7	0.7726438969213465	The couple signed an exclusive £700,000 deal with OK ! magazine for photographs of the ceremony .	DT NN VBD DT JJ CD NN IN JJ . NN IN NNS IN DT NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	the couple	sign	an exclusive # deal
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10592	Tweed	was granted an exemption to	his curfew	0	1	1	6	6	8	0.9743529311280671	Tweed was granted an exemption to his curfew for the night of 22/23 February .	NNP VBD VBN DT NN TO PRP$ NN IN DT NN IN CD NNP .	B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O	tweed	grant exemption to	his curfew
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10593	Tweed	was convicted of	common assault	5	6	6	9	9	11	0.7594072831328456	On 3 March 2009 , Tweed was convicted of common assault for attacking a taxi driver on 5 May 2008 .	IN CD NNP CD , NNP VBD VBN IN JJ NN IN VBG DT NN NN IN CD NNP CD .	B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	tweed	convict of	common assault
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10594	he	was sentenced to	12 weeks imprisonment	10	11	11	14	14	17	0.6271483907208545	At Harlow Magistrates Court , on 14 April 2009 , he was sentenced to 12 weeks imprisonment ; he was released on 29 May 2009 .	IN NNP NNP NNP , IN CD NNP CD , PRP VBD VBN TO CD NNS NN : PRP VBD VBN IN CD NNP CD .	B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP O	he	sentence to	# weeks imprisonment
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10594	he	was released on	29 May 2009	18	19	19	22	22	25	0.9967749200908057	At Harlow Magistrates Court , on 14 April 2009 , he was sentenced to 12 weeks imprisonment ; he was released on 29 May 2009 .	IN NNP NNP NNP , IN CD NNP CD , PRP VBD VBN TO CD NNS NN : PRP VBD VBN IN CD NNP CD .	B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP O	he	release on	# may #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10595	Goody	died in	her sleep	0	1	1	3	3	5	0.8380352287061237	Goody died in her sleep in the early hours of 22 March 2009 .	NNP VBD IN PRP$ NN IN DT JJ NNS IN CD NNP CD .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	goody	die in	her sleep
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10596	The	reported exact time of	her death varies	0	1	1	5	5	8	0.7924855335029128	The reported exact time of her death varies by news source .	DT VBD JJ NN IN PRP$ NN NNS IN NN NN .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	the	report time of	her death varies
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10597	Goody 's funeral service	took place at	noon	0	4	4	7	7	8	0.9464706658042904	Goody 's funeral service took place at noon on 4 April 2009 at St John 's Anglican Church , Buckhurst Hill , Essex .	NNP POS NN NN VBD NN IN NN IN CD NNP CD IN NNP NNP POS NNP NNP , NNP NNP , NNP .	B-NP I-NP I-NP I-NP B-VP B-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP O	goody 's funeral service	take place at	noon
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10598	she	was buried near	her home	3	4	4	7	7	9	0.35665292074872407	Later that day she was buried near her home in Epping Forest .	RB DT NN PRP VBD VBN IN PRP$ NN IN NNP NNP .	B-ADVP B-NP I-NP B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP O	she	bury near	her home
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10599	The funeral cortège	consisted of	21 cars	0	3	3	5	5	7	0.6921553243863184	The funeral cortège consisted of 21 cars , one of which was a Bentley used by the family .	DT NN NN VBD IN CD NNS , CD IN WDT VBD DT NNP VBN IN DT NN .	B-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP B-VP B-PP B-NP I-NP O	the funeral cortège	consist of	# cars
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10599	one of which	was	a Bentley	8	11	11	12	12	14	0.2528602622864945	The funeral cortège consisted of 21 cars , one of which was a Bentley used by the family .	DT NN NN VBD IN CD NNS , CD IN WDT VBD DT NNP VBN IN DT NN .	B-NP I-NP I-NP B-VP B-PP B-NP I-NP O B-NP I-NP I-NP B-VP B-NP I-NP B-VP B-PP B-NP I-NP O	# of which	be	a bentley
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10601	Antony Costa	were among	the celebrity mourners	5	7	7	9	9	12	0.7374673120304578	Davina McCall , Jamelia and Antony Costa were among the celebrity mourners .	NNP NNP , NNP CC NNP NNP VBD IN DT NN NNS .	B-NP I-NP O B-NP O B-NP I-NP B-VP B-PP B-NP I-NP I-NP O	antony costa	be among	the celebrity mourners
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10602	Goody 's two sons	did not attend	the funeral	0	4	4	7	7	9	0.6717021731512981	Goody 's two sons did not attend the funeral , having been taken by their father to Australia .	NNP POS CD NNS VBD RB VB DT NN , VBG VBN VBN IN PRP$ NN TO NNP .	B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-NP I-NP O B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP O	goody 's # sons	attend	the funeral
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10603	Thousands of mourners	followed	the funeral service	0	3	3	4	4	7	0.7726438969213465	Thousands of mourners followed the funeral service on big screens outside the church ; the funeral was also broadcast live on Sky News , which followed the service from outside , as Goody had wished to keep it a private ceremony for friends and family .	NNS IN NNS VBD DT NN NN IN JJ NNS IN DT NN : DT NN VBD RB VBN JJ IN NNP NNP , WDT VBD DT NN IN JJ , IN NNP VBD VBN TO VB PRP DT JJ NN IN NNS CC NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP O B-SBAR B-NP B-VP I-VP I-VP I-VP B-NP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	thousands of mourners	follow	the funeral service
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10603	the funeral	was also broadcast live on	Sky News	14	16	16	21	21	23	0.999704102039451	Thousands of mourners followed the funeral service on big screens outside the church ; the funeral was also broadcast live on Sky News , which followed the service from outside , as Goody had wished to keep it a private ceremony for friends and family .	NNS IN NNS VBD DT NN NN IN JJ NNS IN DT NN : DT NN VBD RB VBN JJ IN NNP NNP , WDT VBD DT NN IN JJ , IN NNP VBD VBN TO VB PRP DT JJ NN IN NNS CC NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP O B-SBAR B-NP B-VP I-VP I-VP I-VP B-NP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	the funeral	broadcast live on	sky news
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10603	Sky News	followed	the service	21	23	25	26	26	28	0.631463358353702	Thousands of mourners followed the funeral service on big screens outside the church ; the funeral was also broadcast live on Sky News , which followed the service from outside , as Goody had wished to keep it a private ceremony for friends and family .	NNS IN NNS VBD DT NN NN IN JJ NNS IN DT NN : DT NN VBD RB VBN JJ IN NNP NNP , WDT VBD DT NN IN JJ , IN NNP VBD VBN TO VB PRP DT JJ NN IN NNS CC NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP O B-SBAR B-NP B-VP I-VP I-VP I-VP B-NP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	sky news	follow	the service
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10603	Goody	had wished to keep	it	32	33	33	37	37	38	0.1394527013929285	Thousands of mourners followed the funeral service on big screens outside the church ; the funeral was also broadcast live on Sky News , which followed the service from outside , as Goody had wished to keep it a private ceremony for friends and family .	NNS IN NNS VBD DT NN NN IN JJ NNS IN DT NN : DT NN VBD RB VBN JJ IN NNP NNP , WDT VBD DT NN IN JJ , IN NNP VBD VBN TO VB PRP DT JJ NN IN NNS CC NN .	B-NP I-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-ADJP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP O B-SBAR B-NP B-VP I-VP I-VP I-VP B-NP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	goody	wish to keep	it
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10604	publicist Max Clifford	said	they	11	14	14	15	15	16	0.0017579025146017074	On 24 September 2011 , Goody 's mother Jackiey Budden and publicist Max Clifford said they had reasons to believe that Goody 's phone had been hacked during early 2009 by some of the staff of News of the World paper .	IN CD NNP CD , NNP POS NN NNP NNP CC NN NNP NNP VBD PRP VBD NNS TO VB IN NNP POS NN VBD VBN VBN IN JJ CD IN DT IN DT NN IN NNP IN DT NNP NN .	B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-NP B-VP B-NP B-VP I-VP B-SBAR B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	publicist max clifford	say	they
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10604	they	had	reasons	15	16	16	17	17	18	0.002729050340306608	On 24 September 2011 , Goody 's mother Jackiey Budden and publicist Max Clifford said they had reasons to believe that Goody 's phone had been hacked during early 2009 by some of the staff of News of the World paper .	IN CD NNP CD , NNP POS NN NNP NNP CC NN NNP NNP VBD PRP VBD NNS TO VB IN NNP POS NN VBD VBN VBN IN JJ CD IN DT IN DT NN IN NNP IN DT NNP NN .	B-PP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-NP B-VP B-NP B-VP I-VP B-SBAR B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O	they	have	reasons
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10605	Goody	was named	the "ultimate reality TV star	4	5	5	7	7	12	0.8054637822919172	In April 2009 , Goody was named the "ultimate reality TV star " by Digital Spy , and plans were announced for Jade the Musical .	IN NNP CD , NNP VBD VBN DT JJ NN NN NN '' IN NNP NNP , CC NNS VBD VBN IN NNP DT NNP .	B-PP B-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP O O B-NP B-VP I-VP B-PP B-NP B-NP I-NP O	goody	name	the "ultimate reality tv star
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10605	plans	were announced for	Jade	18	19	19	22	22	23	0.9206396494287657	In April 2009 , Goody was named the "ultimate reality TV star " by Digital Spy , and plans were announced for Jade the Musical .	IN NNP CD , NNP VBD VBN DT JJ NN NN NN '' IN NNP NNP , CC NNS VBD VBN IN NNP DT NNP .	B-PP B-NP I-NP O B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP I-NP O O B-NP B-VP I-VP B-PP B-NP B-NP I-NP O	plans	announce for	jade
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10606	Goody	had become property of	the media	10	11	11	15	15	17	0.5599810754764031	In the same month , Sir Michael Parkinson wrote that Goody had become property of the media " to be manipulated and exploited till the day she died " .	IN DT JJ NN , NNP NNP NNP VBD IN NNP VBD VBN NN IN DT NNS `` TO VB VBN CC VBN IN DT NN PRP VBD '' .	B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-VP B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP I-NP O B-VP I-VP I-VP I-VP I-VP B-PP B-NP I-NP B-NP B-VP O O	goody	become property of	the media
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10607	He	claimed	she	0	1	1	2	2	3	3.850875147785227E-4	He claimed she represented " all that is paltry and wretched about Britain " .	PRP VBD PRP VBD `` PDT DT VBZ JJ CC JJ IN NNP '' .	B-NP B-VP B-NP B-VP O B-NP B-NP B-VP B-ADJP I-ADJP I-ADJP B-PP B-NP I-NP O	he	claim	she
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10608	Goody	was	the most mourned celebrity of 2009	15	16	16	17	17	23	0.6125140252596984	On 29 December 2009 , The Independent reported that according to a tribute site , Goody was the most mourned celebrity of 2009 , receiving more tributes even than Michael Jackson .	IN CD NNP CD , DT NNP VBD IN VBG TO DT NN NN , NNP VBD DT RBS JJ NN IN CD , VBG RBR NNS RB IN NNP NNP .	B-PP B-NP I-NP I-NP O B-NP I-NP B-VP B-SBAR B-VP B-PP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-ADVP B-PP B-NP I-NP O	goody	be	the most mourned celebrity of #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10609	The opening night of Big Brother 10	was dedicated to	her memory	0	7	7	10	10	12	0.9875080235611252	The opening night of Big Brother 10 was dedicated to her memory , and a tribute to her was shown on the final night of Ultimate Big Brother .	DT JJ NN IN NNP NNP CD VBD VBN TO PRP$ NN , CC DT NN TO PRP VBD VBN IN DT JJ NN IN NNP NNP NNP .	B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP O O B-NP I-NP B-PP B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the opening night of big brother #	dedicate to	her memory
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10609	her	was shown on	the final night of Ultimate Big Brother	17	18	18	21	21	28	0.9981667152942741	The opening night of Big Brother 10 was dedicated to her memory , and a tribute to her was shown on the final night of Ultimate Big Brother .	DT JJ NN IN NNP NNP CD VBD VBN TO PRP$ NN , CC DT NN TO PRP VBD VBN IN DT JJ NN IN NNP NNP NNP .	B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP O O B-NP I-NP B-PP B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	her	show on	the final night of ultimate big brother
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10610	the United Kingdom	had grown by	12 %	22	25	25	28	28	30	0.7699084326128821	In October 2009 , it was reported that the number of women aged between 25 and 64 going for smear tests in the United Kingdom had grown by 12 % during the previous year , the increase comes after the figures declining year on year since 2002 .	IN NNP CD , PRP VBD VBN IN DT NN IN NNS VBN IN CD CC CD VBG IN JJ NNS IN DT NNP NNP VBD VBN IN CD NN IN DT JJ NN , DT NN VBZ IN DT NNS VBG NN IN NN IN CD .	B-PP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-VP B-PP B-NP I-NP B-VP B-NP B-PP B-NP B-PP B-NP O	the united kingdom	grow by	# %
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10610	the increase	comes after	the figures	35	37	37	39	39	41	0.03346015574891716	In October 2009 , it was reported that the number of women aged between 25 and 64 going for smear tests in the United Kingdom had grown by 12 % during the previous year , the increase comes after the figures declining year on year since 2002 .	IN NNP CD , PRP VBD VBN IN DT NN IN NNS VBN IN CD CC CD VBG IN JJ NNS IN DT NNP NNP VBD VBN IN CD NN IN DT JJ NN , DT NN VBZ IN DT NNS VBG NN IN NN IN CD .	B-PP B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP I-NP B-VP B-PP B-NP I-NP B-VP B-NP B-PP B-NP B-PP B-NP O	the increase	come after	the figures
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10611	This increase	has been credited to	Goody 's high profile battle	0	2	2	6	6	11	0.9763406852852359	This increase has been credited to Goody 's high profile battle with cervical cancer .	DT NN VBZ VBN VBN TO NNP POS JJ NN NN IN JJ NN .	B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O	this increase	credit to	goody 's high profile battle
