/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8423	Jacques Joseph Charles Villeneuve	is	a Canadian musician	0	4	6	7	7	10	0.843908541236736	Jacques Joseph Charles Villeneuve , , is a Canadian musician and former automobile racing driver .	NNP NNP NNP NNP , , VBZ DT JJ NN CC JJ NN VBG NN .	B-NP I-NP I-NP I-NP O O B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	jacques joseph charles villeneuve	be	a canadian musician
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8578	Villeneuve	would run	the remaining seven races	31	32	32	34	34	38	0.21072875095010107	In a subsequent interview with Autosport magazine , Villeneuve 's manager Craig Pollock confirmed that Villeneuve 's Formula One career was over It was announced on August 24 , 2007 that Villeneuve would run the remaining seven races in the Craftsman Truck Series driving a Toyota Tundra for Bill Davis Racing and undertake a full time Sprint Cup schedule in 2008 .	IN DT JJ NN IN NNP NN , NNP POS NN NNP NNP VBD IN NNP POS NNP CD NN VBD IN PRP VBD VBN IN NNP CD , CD IN NNP MD VB DT VBG CD NNS IN DT NNP NNP NNP VBG DT NNP NNP IN NNP NNP NNP CC VB DT JJ NN NNP NNP NN IN CD .	B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP B-SBAR B-NP I-NP I-NP I-NP I-NP B-VP B-SBAR B-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-PP B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP I-NP B-NP I-NP I-NP B-PP B-NP O	villeneuve	run	the remaining # races
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8578	a Toyota Tundra	undertake	a full time	44	47	52	53	53	56	0.2097509953201376	In a subsequent interview with Autosport magazine , Villeneuve 's manager Craig Pollock confirmed that Villeneuve 's Formula One career was over It was announced on August 24 , 2007 that Villeneuve would run the remaining seven races in the Craftsman Truck Series driving a Toyota Tundra for Bill Davis Racing and undertake a full time Sprint Cup schedule in 2008 .	IN DT JJ NN IN NNP NN , NNP POS NN NNP NNP VBD IN NNP POS NNP CD NN VBD IN PRP VBD VBN IN NNP CD , CD IN NNP MD VB DT VBG CD NNS IN DT NNP NNP NNP VBG DT NNP NNP IN NNP NNP NNP CC VB DT JJ NN NNP NNP NN IN CD .	B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP B-SBAR B-NP I-NP I-NP I-NP I-NP B-VP B-SBAR B-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-PP B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP I-NP B-NP I-NP I-NP B-PP B-NP O	a toyota tundra	undertake	a full time
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8579	he	qualified in	seventh position	18	19	19	21	21	23	0.2507248373654013	In Villeneuve 's first Craftsman Truck Series race on September 22 , 2007 , in Las Vegas , he qualified in seventh position , and finished 21st .	IN NNP POS JJ NNP NNP NNP NN IN NNP CD , CD , IN NNP NNP , PRP VBD IN JJ NN , CC VBD PRP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP O B-NP B-VP B-PP B-NP I-NP O O B-VP B-NP O	he	qualify in	seventh position
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8579	he	finished	21st	18	19	25	26	26	27	0.04173338982528945	In Villeneuve 's first Craftsman Truck Series race on September 22 , 2007 , in Las Vegas , he qualified in seventh position , and finished 21st .	IN NNP POS JJ NNP NNP NNP NN IN NNP CD , CD , IN NNP NNP , PRP VBD IN JJ NN , CC VBD PRP .	B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-PP B-NP I-NP O B-NP B-VP B-PP B-NP I-NP O O B-VP B-NP O	he	finish	21st
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8580	He	made	his NASCAR Nextel Cup race debut	0	1	1	2	2	8	0.6901370569767697	He made his NASCAR Nextel Cup race debut in the UAW-Ford 500 at Talladega Superspeedway in Alabama over the weekend of 5–7 October 2007 .	PRP VBD PRP$ NNP NNP NNP NN NN IN DT NNP CD IN NNP NNP IN NNP IN DT NN IN CD NNP CD .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	he	make	his nascar nextel cup race debut
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8581	the race	ran there for	most of the race	22	24	31	34	34	38	0.9089263516322528	He qualified sixth , however , due to his lack of experience in this type of car , he elected to start the race from the back of the field and ran there for most of the race .	PRP VBD JJ , RB , JJ TO PRP$ NN IN NN IN DT NN IN NN , PRP VBD TO VB DT NN IN DT NN IN DT NN CC VBD RB IN JJS IN DT NN .	B-NP B-VP B-ADJP O B-ADVP O B-PP I-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-VP B-ADVP B-PP B-NP I-NP I-NP I-NP O	the race	run for	most of the race
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8582	He	finished 21st due to	a large number of accidents	0	1	1	5	5	10	0.7099534024260318	He finished 21st due to a large number of accidents and mechanical failure on the other cars .	PRP VBD JJ JJ TO DT JJ NN IN NNS CC JJ NN IN DT JJ NNS .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-PP B-NP I-NP I-NP O	he	finish 21st due to	a large number of accidents
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8583	Villeneuve	failed to qualify for	the 2008 Daytona 500	0	1	1	5	5	9	0.9999999998996452	Villeneuve failed to qualify for the 2008 Daytona 500 .	NNP VBD TO VB IN DT CD NNP CD .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP O	villeneuve	fail to qualify for	the # daytona #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8584	He	lost	his ride	0	1	1	2	2	4	0.4040889255783679	He lost his ride in Bill Davis Racing 's # 27 car due to a loss of sponsorship , two days after he caused a pileup in his qualifying race , when his car got loose , then slid back up the track , colliding with another car .	PRP VBD PRP$ NN IN NNP NNP NNP POS # CD NN JJ TO DT NN IN NN , CD NNS IN PRP VBD DT NN IN PRP$ NN NN , WRB PRP$ NN VBD RB , RB VBD RB IN DT NN , VBG IN DT NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-ADJP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP B-SBAR B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-ADVP B-NP I-NP B-VP B-ADVP O B-ADVP B-VP B-ADVP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP O	he	lose	his ride
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8584	he	caused	a pileup	22	23	23	24	24	26	0.28451603612601	He lost his ride in Bill Davis Racing 's # 27 car due to a loss of sponsorship , two days after he caused a pileup in his qualifying race , when his car got loose , then slid back up the track , colliding with another car .	PRP VBD PRP$ NN IN NNP NNP NNP POS # CD NN JJ TO DT NN IN NN , CD NNS IN PRP VBD DT NN IN PRP$ NN NN , WRB PRP$ NN VBD RB , RB VBD RB IN DT NN , VBG IN DT NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-ADJP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP B-SBAR B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-ADVP B-NP I-NP B-VP B-ADVP O B-ADVP B-VP B-ADVP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP O	he	cause	a pileup
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8584	his car	then slid back up	the track	32	34	37	41	41	43	0.88522663958228	He lost his ride in Bill Davis Racing 's # 27 car due to a loss of sponsorship , two days after he caused a pileup in his qualifying race , when his car got loose , then slid back up the track , colliding with another car .	PRP VBD PRP$ NN IN NNP NNP NNP POS # CD NN JJ TO DT NN IN NN , CD NNS IN PRP VBD DT NN IN PRP$ NN NN , WRB PRP$ NN VBD RB , RB VBD RB IN DT NN , VBG IN DT NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-ADJP B-PP B-NP I-NP I-NP I-NP O B-NP I-NP B-SBAR B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-ADVP B-NP I-NP B-VP B-ADVP O B-ADVP B-VP B-ADVP B-PP B-NP I-NP O B-VP B-PP B-NP I-NP O	his car	slide up	the track
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8585	He	took part in	the Nationwide race	0	1	1	4	4	7	0.7436281503757118	He took part in the Nationwide race in Montreal for Braun Racing .	PRP VBD NN IN DT NNP NN IN NNP IN NNP NNP .	B-NP B-VP B-NP B-PP B-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP O	he	take part in	the nationwide race
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8586	The race	started off in	the sun	0	2	2	5	5	7	0.7833733158614877	The race started off in the sun , but before halfway , it began to rain and the teams were told to pit and use rain-tires , for the first time in NASCAR .	DT NN VBD RP IN DT NN , CC IN RB , PRP VBD TO VB CC DT NNS VBD VBN TO VB CC VB NNS , IN DT JJ NN IN NNP .	B-NP I-NP B-VP B-PRT B-PP B-NP I-NP O O B-PP B-ADVP O B-NP B-VP I-VP I-VP O B-NP I-NP B-VP I-VP I-VP I-VP I-VP I-VP B-NP O B-PP B-NP I-NP I-NP B-PP B-NP O	the race	start off in	the sun
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8586	the teams	use	rain-tires	17	19	24	25	25	26	0.5480994960516247	The race started off in the sun , but before halfway , it began to rain and the teams were told to pit and use rain-tires , for the first time in NASCAR .	DT NN VBD RP IN DT NN , CC IN RB , PRP VBD TO VB CC DT NNS VBD VBN TO VB CC VB NNS , IN DT JJ NN IN NNP .	B-NP I-NP B-VP B-PRT B-PP B-NP I-NP O O B-PP B-ADVP O B-NP B-VP I-VP I-VP O B-NP I-NP B-VP I-VP I-VP I-VP I-VP I-VP B-NP O B-PP B-NP I-NP I-NP B-PP B-NP O	the teams	use	rain-tires
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8589	2009 Villeneuve	had	two starts Canadian Tires Series	1	3	3	4	4	9	0.9166010809863271	In 2009 Villeneuve had two starts Canadian Tires Series .	IN CD NNP VBD CD NNS NNP NNP NNP .	B-PP B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	# villeneuve	have	# starts canadian tires series
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8591	Villeneuve	also had	two starts	0	1	1	3	3	5	0.8564426207299629	Villeneuve also had two starts in the 2009 NASCAR Nationwide Series , both for Braun Racing , with his best performance starting 6th and finishing 4th at Circuit Gilles Villeneuve , again under wet conditions and the second time rain tires were used in a NASCAR event .	NNP RB VBD CD NNS IN DT CD NNP NNP NNP , DT IN NNP NNP , IN PRP$ JJS NN VBG JJ CC VBG JJ IN NNP NNP NNP , RB IN JJ NNS CC DT JJ NN NN NNS VBD VBN IN DT NNP NN .	B-NP B-ADVP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP O B-PP B-NP I-NP I-NP B-VP B-NP O B-VP B-ADJP B-PP B-NP I-NP I-NP O B-ADVP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O	villeneuve	have	# starts
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8591	the second time rain tires	were used in	a NASCAR event	36	41	41	44	44	47	0.9199896249461819	Villeneuve also had two starts in the 2009 NASCAR Nationwide Series , both for Braun Racing , with his best performance starting 6th and finishing 4th at Circuit Gilles Villeneuve , again under wet conditions and the second time rain tires were used in a NASCAR event .	NNP RB VBD CD NNS IN DT CD NNP NNP NNP , DT IN NNP NNP , IN PRP$ JJS NN VBG JJ CC VBG JJ IN NNP NNP NNP , RB IN JJ NNS CC DT JJ NN NN NNS VBD VBN IN DT NNP NN .	B-NP B-ADVP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-PP B-NP I-NP O B-PP B-NP I-NP I-NP B-VP B-NP O B-VP B-ADJP B-PP B-NP I-NP I-NP O B-ADVP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O	the second time rain tires	use in	a nascar event
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8592	he	will drive	# 32 car	5	6	6	8	8	11	0.028709856642388898	It has been confirmed that he will drive # 32 car in Montreal and at Road America in 2010 At Road America , he qualified second and stayed in second place for much of the race including leading three laps .	PRP VBZ VBN VBN IN PRP MD VB # CD NN IN NNP CC IN NNP NNP IN CD IN NNP NNP , PRP VBD JJ CC VBD IN JJ NN IN JJ IN DT NN VBG VBG CD NNS .	B-NP B-VP I-VP I-VP B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP B-PP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP O B-NP B-VP B-ADJP O B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP O	he	drive	# # car
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8592	he	stayed in	second place	23	24	27	29	29	31	0.05270201067751381	It has been confirmed that he will drive # 32 car in Montreal and at Road America in 2010 At Road America , he qualified second and stayed in second place for much of the race including leading three laps .	PRP VBZ VBN VBN IN PRP MD VB # CD NN IN NNP CC IN NNP NNP IN CD IN NNP NNP , PRP VBD JJ CC VBD IN JJ NN IN JJ IN DT NN VBG VBG CD NNS .	B-NP B-VP I-VP I-VP B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP B-PP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP O B-NP B-VP B-ADJP O B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP O	he	stay in	second place
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8593	an alternator wire	broke on	the final lap	8	11	11	13	13	16	0.9977886518585937	He was unable to complete the race since an alternator wire broke on the final lap ; he was credited with a 25th place finish as the first car one lap down .	PRP VBD JJ TO VB DT NN IN DT NN NN VBD IN DT JJ NN : PRP VBD VBN IN DT JJ NN NN IN DT JJ NN CD NN RB .	B-NP B-VP B-ADJP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-NP I-NP B-ADVP O	an alternator wire	break on	the final lap
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8593	he	was credited with	a 25th place finish	17	18	18	21	21	25	0.45592571838632584	He was unable to complete the race since an alternator wire broke on the final lap ; he was credited with a 25th place finish as the first car one lap down .	PRP VBD JJ TO VB DT NN IN DT NN NN VBD IN DT JJ NN : PRP VBD VBN IN DT JJ NN NN IN DT JJ NN CD NN RB .	B-NP B-VP B-ADJP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP B-NP I-NP B-ADVP O	he	credit with	a 25th place finish
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8595	He	finished third at	Road America	0	1	3	6	6	8	0.903556940855598	He started and finished third at Road America ; later he won the pole at Circuit Gilles Villeneuve before finishing 27th .	PRP VBD CC VBD JJ IN NNP NNP : RB PRP VBD DT NN IN NNP NNP NNP IN VBG JJ .	B-NP B-VP I-VP I-VP B-ADVP B-PP B-NP I-NP O B-ADVP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-VP B-ADJP O	he	finish third at	road america
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8595	he	won the pole at	Circuit Gilles Villeneuve	10	11	11	15	15	18	0.7068447827218428	He started and finished third at Road America ; later he won the pole at Circuit Gilles Villeneuve before finishing 27th .	PRP VBD CC VBD JJ IN NNP NNP : RB PRP VBD DT NN IN NNP NNP NNP IN VBG JJ .	B-NP B-VP I-VP I-VP B-ADVP B-PP B-NP I-NP O B-ADVP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-VP B-ADJP O	he	win pole at	circuit gilles villeneuve
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8597	Villeneuve	joined	the Speedcar Series	0	1	1	2	2	5	0.9469705806066386	Villeneuve joined the Speedcar Series for the remainder of the 2008 season .	NNP VBD DT NNP NNP IN DT NN IN DT CD NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	villeneuve	join	the speedcar series
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8598	The series	is composed of	road courses	0	2	2	5	5	7	0.7419181204171942	The series is composed of road courses and stockcars similar to NASCAR and Villeneuve said " On a personal level , Speedcar will give me more road racing experience with this kind of cars which will be useful in future NASCAR road course events and it 's also a great excuse to meet race fans . "	DT NN VBZ VBN IN NN NNS CC NNS JJ TO NNP CC NNP VBD `` IN DT JJ NN , NNP MD VB PRP JJR NN VBG NN IN DT NN IN NNS WDT MD VB JJ IN JJ NNP NN NN NNS CC PRP VBZ RB DT JJ NN TO VB NN NNS . ''	B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-ADJP B-PP B-NP I-NP I-NP B-VP O B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP I-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-NP I-NP I-NP B-VP I-VP B-NP I-NP O O	the series	compose of	road courses
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8598	Speedcar	will give	me	21	22	22	24	24	25	0.0247473172567511	The series is composed of road courses and stockcars similar to NASCAR and Villeneuve said " On a personal level , Speedcar will give me more road racing experience with this kind of cars which will be useful in future NASCAR road course events and it 's also a great excuse to meet race fans . "	DT NN VBZ VBN IN NN NNS CC NNS JJ TO NNP CC NNP VBD `` IN DT JJ NN , NNP MD VB PRP JJR NN VBG NN IN DT NN IN NNS WDT MD VB JJ IN JJ NNP NN NN NNS CC PRP VBZ RB DT JJ NN TO VB NN NNS . ''	B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-ADJP B-PP B-NP I-NP I-NP B-VP O B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP I-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-NP I-NP I-NP B-VP I-VP B-NP I-NP O O	speedcar	give	me
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8598	this kind of cars	will be useful in	future NASCAR road course events	30	34	35	39	39	44	0.46038027891178446	The series is composed of road courses and stockcars similar to NASCAR and Villeneuve said " On a personal level , Speedcar will give me more road racing experience with this kind of cars which will be useful in future NASCAR road course events and it 's also a great excuse to meet race fans . "	DT NN VBZ VBN IN NN NNS CC NNS JJ TO NNP CC NNP VBD `` IN DT JJ NN , NNP MD VB PRP JJR NN VBG NN IN DT NN IN NNS WDT MD VB JJ IN JJ NNP NN NN NNS CC PRP VBZ RB DT JJ NN TO VB NN NNS . ''	B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-ADJP B-PP B-NP I-NP I-NP B-VP O B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP I-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-NP I-NP I-NP B-VP I-VP B-NP I-NP O O	this kind of cars	be useful in	future nascar road course events
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8598	it	's also a great excuse to meet	race fans	45	46	46	53	53	55	0.03020881557818302	The series is composed of road courses and stockcars similar to NASCAR and Villeneuve said " On a personal level , Speedcar will give me more road racing experience with this kind of cars which will be useful in future NASCAR road course events and it 's also a great excuse to meet race fans . "	DT NN VBZ VBN IN NN NNS CC NNS JJ TO NNP CC NNP VBD `` IN DT JJ NN , NNP MD VB PRP JJR NN VBG NN IN DT NN IN NNS WDT MD VB JJ IN JJ NNP NN NN NNS CC PRP VBZ RB DT JJ NN TO VB NN NNS . ''	B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP B-ADJP B-PP B-NP I-NP I-NP B-VP O B-PP B-NP I-NP I-NP O B-NP B-VP I-VP B-NP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-NP B-VP I-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O B-NP B-VP B-ADVP B-NP I-NP I-NP B-VP I-VP B-NP I-NP O O	it	be excuse to meet	race fans
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8599	He	raced	four times	0	1	1	2	2	4	0.3154313966713446	He raced four times with a best finish of sixth place .	PRP VBD CD NNS IN DT JJS NN IN JJ NN .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O	he	race	# times
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8600	Villeneuve	was invited by	the Top Race V6 chairman Alejandro Urtubey	10	11	11	14	14	21	0.7684521129352709	After racing both NASCAR Sprint Cup and Speedcar Series , Villeneuve was invited by the Top Race V6 chairman Alejandro Urtubey to join the series in its major event of the 2008 season , called La Carrera del Año , held at the Buenos Aires circuit .	IN VBG DT NNP NNP NNP CC NNP NNP , NNP VBD VBN IN DT JJ NNP NNP NN NNP NNP TO VB DT NN IN PRP$ JJ NN IN DT CD NN , VBN NNP NNP FW NNP , VBD IN DT NNP NNP NN .	B-PP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP O	villeneuve	invite by	the top race v6 chairman alejandro urtubey
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8600	its major event of the 2008 season	held at	the Buenos Aires circuit	26	33	40	42	42	46	0.8828790569283591	After racing both NASCAR Sprint Cup and Speedcar Series , Villeneuve was invited by the Top Race V6 chairman Alejandro Urtubey to join the series in its major event of the 2008 season , called La Carrera del Año , held at the Buenos Aires circuit .	IN VBG DT NNP NNP NNP CC NNP NNP , NNP VBD VBN IN DT JJ NNP NNP NN NNP NNP TO VB DT NN IN PRP$ JJ NN IN DT CD NN , VBN NNP NNP FW NNP , VBD IN DT NNP NNP NN .	B-PP B-VP B-NP I-NP I-NP I-NP O B-NP I-NP O B-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP I-NP I-NP O B-VP B-PP B-NP I-NP I-NP I-NP O	its major event of the # season	hold at	the buenos aires circuit
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8601	Villeneuve	raced	the # 27 car of the Oro Racing team	0	1	1	2	2	11	0.9579940327318127	Villeneuve raced the # 27 car of the Oro Racing team and finishing the race in the 16th place .	NNP VBD DT # CD NN IN DT NNP NNP NN CC VBG DT NN IN DT JJ NN .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP O	villeneuve	race	the # # car of the oro racing team
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8603	he	did not get anything in	Formula One	26	27	27	32	32	34	2.8730466248692227E-11	During a press conference held during the previous week before La Carrera del Año , Villeneuve stated that he would race the whole 2010 season if he did not get anything in Formula One or NASCAR .	IN DT NN NN VBN IN DT JJ NN IN NNP NNP FW NNP , NNP VBD IN PRP MD NN DT JJ CD NN IN PRP VBD RB VB NN IN NNP CD CC NNP .	B-PP B-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-SBAR B-NP B-VP I-VP I-VP B-NP B-PP B-NP I-NP O B-NP O	he	get anything in	formula #
